x_fit,y_fit
0.025,-0.370632083470191
0.0613636363636364,-0.422719574928948
0.0977272727272727,-0.474807066387704
0.134090909090909,-0.52689455784646
0.170454545454545,-0.578982049305217
0.206818181818182,-0.631069540763973
0.243181818181818,-0.683157032222729
0.279545454545455,-0.735244523681486
0.315909090909091,-0.787332015140242
0.352272727272727,-0.839419506598998
0.388636363636364,-0.891506998057755
0.425,-0.943594489516511
0.461363636363636,-0.995681980975267
0.497727272727273,-1.04776947243402
0.534090909090909,-1.09985696389278
0.570454545454545,-1.15194445535154
0.606818181818182,-1.20403194681029
0.643181818181818,-1.25611943826905
0.679545454545455,-1.30820692972781
0.715909090909091,-1.36029442118656
0.752272727272727,-1.41238191264532
0.788636363636364,-1.46446940410407
0.825,-1.51655689556283
0.861363636363636,-1.56864438702159
0.897727272727273,-1.62073187848034
0.934090909090909,-1.6728193699391
0.970454545454546,-1.72490686139786
1.00681818181818,-1.77699435285661
1.04318181818182,-1.82908184431537
1.07954545454545,-1.88116933577413
1.11590909090909,-1.93325682723288
1.15227272727273,-1.98534431869164
1.18863636363636,-2.03743181015039
1.225,-2.08951930160915
1.26136363636364,-2.14160679306791
1.29772727272727,-2.19369428452666
1.33409090909091,-2.24578177598542
1.37045454545455,-2.29786926744418
1.40681818181818,-2.34995675890293
1.44318181818182,-2.40204425036169
1.47954545454545,-2.45413174182044
1.51590909090909,-2.5062192332792
1.55227272727273,-2.55830672473796
1.58863636363636,-2.61039421619671
1.625,-2.66248170765547
1.66136363636364,-2.71456919911423
1.69772727272727,-2.76665669057298
1.73409090909091,-2.81874418203174
1.77045454545455,-2.8708316734905
1.80681818181818,-2.92291916494925
1.84318181818182,-2.97500665640801
1.87954545454545,-3.02709414786676
1.91590909090909,-3.07918163932552
1.95227272727273,-3.13126913078428
1.98863636363636,-3.18335662224303
2.025,-3.23544411370179
2.06136363636364,-3.28753160516055
2.09772727272727,-3.3396190966193
2.13409090909091,-3.39170658807806
2.17045454545455,-3.44379407953681
2.20681818181818,-3.49588157099557
2.24318181818182,-3.54796906245433
2.27954545454545,-3.60005655391308
2.31590909090909,-3.65214404537184
2.35227272727273,-3.7042315368306
2.38863636363636,-3.75631902828935
2.425,-3.80840651974811
2.46136363636364,-3.86049401120687
2.49772727272727,-3.91258150266562
2.53409090909091,-3.96466899412438
2.57045454545455,-4.01675648558313
2.60681818181818,-4.06884397704189
2.64318181818182,-4.12093146850065
2.67954545454545,-4.1730189599594
2.71590909090909,-4.22510645141816
2.75227272727273,-4.27719394287692
2.78863636363636,-4.32928143433567
2.825,-4.38136892579443
2.86136363636364,-4.43345641725319
2.89772727272727,-4.48554390871194
2.93409090909091,-4.5376314001707
2.97045454545455,-4.58971889162946
3.00681818181818,-4.64180638308821
3.04318181818182,-4.69389387454697
3.07954545454545,-4.74598136600572
3.11590909090909,-4.79806885746448
3.15227272727273,-4.85015634892324
3.18863636363636,-4.90224384038199
3.225,-4.95433133184075
3.26136363636364,-5.00641882329951
3.29772727272727,-5.05850631475826
3.33409090909091,-5.11059380621702
3.37045454545455,-5.16268129767577
3.40681818181818,-5.21476878913453
3.44318181818182,-5.26685628059329
3.47954545454545,-5.31894377205204
3.51590909090909,-5.3710312635108
3.55227272727273,-5.42311875496956
3.58863636363636,-5.47520624642831
3.625,-5.52729373788707
