tmean,vpdmax,tmin,tmax
28.353295508553,51.960985323962,19.5312205412809,37.1763235120212
29.9672516584396,61.2481564283371,20.2699999213219,39.665656208992
24.7810010910034,36.2956666946411,17.2154165903727,32.3475001653036
NaN,NaN,NaN,NaN
23.6954067880257,40.7034874739167,14.5115989683525,32.8806063112435
21.9881674275996,38.4428723554162,12.0957712176448,31.8812626348452
NaN,NaN,NaN,NaN
32.9679404700335,67.7677217513116,24.2960854121181,41.6407308520797
NaN,NaN,NaN,NaN
15.4695649561298,22.9450868024239,7.41796400341228,23.5219924348365
29.8828985586946,60.52596149038,20.0792698294221,39.687127347476
21.4797031029237,30.380063554736,13.0738288325448,29.886300122622
21.7550009727478,28.7016497611999,14.938850069046,28.5720002174377
NaN,NaN,NaN,NaN
27.2448408194059,49.3738866449356,17.9074859948702,36.5835342927484
19.0479156752646,23.4175784325796,13.3551827009623,24.7417744689832
25.0784698721289,42.0203905556152,15.8227915999748,34.3353358913371
21.5841896168776,32.123568882028,13.5729030499293,29.5965729324589
26.2754908974663,37.4244672003862,18.1172708893669,34.4348915437123
10.6758634421731,10.6504735333403,5.11480571071583,16.2377715534654
20.1784683226136,30.1587791390579,11.8061959238523,28.5512715592949
17.5693543497337,23.5546702297423,9.5886357992222,25.5510370675448
18.6539826541572,24.0041398476811,10.9284436500999,26.3800785780264
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
29.2092883692202,60.9920654650972,19.0865786327364,39.3334950442223
22.6887512207031,36.8925008773804,13.6935000419617,31.6847505569458
21.0110615238175,26.1245992323075,13.8282602505923,28.1950703896769
21.3577936765828,49.9360253999277,6.80532954522983,35.9114019973096
11.2719288311557,14.0905522018625,5.27069612883056,17.2736796755032
15.3789666298462,20.917353301549,8.83232870026753,21.9264919079703
NaN,NaN,NaN,NaN
26.0731799261911,47.6646427427019,17.1613571814128,34.9861069406782
19.6822009086609,32.2379000663757,10.9162500143051,28.4491501808166
29.5037514368693,56.0466664632161,20.1543332735697,38.8542496363322
25.970819479319,49.6597650847166,15.5388741451262,36.4037434576995
23.3232873168983,34.4650612215229,15.0415074759481,31.6060865419562
23.5637374721155,36.5823897923036,15.1699598550957,31.9582014700064
23.6906601659558,44.185103571518,12.9602810199501,34.4224318018878
30.4806844514472,50.3611635573073,23.485959079545,37.4762959826376
NaN,NaN,NaN,NaN
22.3148187888386,41.1932715084656,9.68499227802769,34.9462785658421
20.2625852138635,36.7886982145861,9.21776589602601,31.3082246728854
NaN,NaN,NaN,NaN
20.3434100888491,42.5967656858487,7.45367897946532,33.2343224484217
24.7993297786062,37.1272723904396,16.1964500193101,33.4033817947227
26.2322511672974,48.0515003204346,16.8492503166199,35.6160001754761
17.0360994064861,30.1432257008873,5.59699009716537,28.4767030990102
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
21.6257510185242,31.4067497253418,13.047000169754,30.2054996490479
27.3805829107389,46.6223955871242,17.7869004414748,36.9750130735774
28.8127517700195,59.8227491378784,17.8714995384216,39.7552499771118
23.7756823212109,41.6104651554553,12.4428922153696,35.1097023316371
27.4944647956654,47.5306669056889,19.4614345065854,35.5288347532603
22.3986013983611,37.3376291564983,12.415176996457,32.3830135268447
19.5668771974947,27.0002947435485,12.9305776321841,26.204169013401
21.7866876711076,22.4533833627733,14.8433141144068,28.7313081705495
26.6704428920125,41.6977359315274,17.2132337078319,36.1289003022213
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
22.0923614364165,29.0717708968536,13.9381789900344,30.2474818544686
NaN,NaN,NaN,NaN
21.381333530379,37.0106149709012,11.5373129498162,31.2260974956672
26.7469178938931,55.1945751161949,15.6417658624564,37.8528174111586
NaN,NaN,NaN,NaN
