tmean,vpdmax,tmin,tmax
NaN,NaN,NaN,NaN
23.0962512493134,32.4549996852875,16.2584997415543,29.9353747367859
22.876876115799,36.7878746986389,13.3456250429153,32.4087498188019
26.0696652081824,33.127295797176,18.5727624120377,33.5672455310108
27.8902374586485,50.2326069221092,19.5084121090722,36.2733156160167
23.1126964173649,30.8097424004108,16.7867605462093,29.4396828232909
31.4302664709693,67.4733870797176,21.6151180892492,41.2465928060564
16.8815170262512,20.0409146996927,9.45067893143097,24.3131137738243
24.4964730533485,35.8527702045133,17.4985373297994,31.4954020112397
20.467628311715,28.4019901276943,12.5713716665772,28.3644642716366
19.0863195258414,26.5059156417737,10.0441937112766,28.1290341464354
25.7850793573546,35.1911876971269,17.9993842308617,33.5712719805528
20.5071410128849,36.5274633074173,10.2496567227533,30.7654486156889
22.6429492736872,38.6240631676147,13.2283133366088,32.0590032334763
21.4542024663419,36.1451983998984,11.9179596698202,30.9916648455489
22.4574840173496,41.9203333470949,11.3268424214875,33.5893599466605
25.064882671576,45.30035620359,14.7428358580571,35.3885695544391
25.4775013923645,41.1924991607666,16.897500038147,34.0590000152588
20.3487510681152,25.9377498626709,14.0555000305176,26.6422500610352
25.2862810578096,51.129292746206,14.1416914432964,36.4319224473033
22.3010205289786,35.8226992218495,13.4361418200296,31.1668534975286
NaN,NaN,NaN,NaN
18.5701961583325,23.9253118618144,11.435633658768,25.7055596851309
30.4176551157468,55.2113148090712,23.0655737347316,37.7704158148583
23.3245015144348,34.5902490615845,14.651750087738,31.9982500076294
16.6430714660594,31.2295376318307,5.35735411807438,27.9299582493868
22.8698054316835,40.8831574919779,13.6174878861314,32.1231129433402
28.4302515983582,52.5590000152588,19.7770004272461,37.0845003128052
18.6870012283325,20.7527499198914,10.4522500038147,26.9225001335144
17.5138359458694,28.8429115774658,8.40794179581414,26.6207338944395
18.1870007514954,31.8905000686646,7.41775000095367,28.9569997787476
17.8890732585731,28.8878361014253,8.20334053285937,27.5762513067022
NaN,NaN,NaN,NaN
22.3381259441376,30.4041249752045,16.225625038147,28.4513750076294
25.6456706252287,56.5066995164138,13.9101414980007,37.3818166749805
22.8609956598662,36.7500445469046,15.0688073363546,30.6543428786574
NaN,NaN,NaN,NaN
18.2876856155159,20.6532088897322,10.9024315775658,25.6739753342527
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
21.9044918056521,31.6395988218203,13.8524589025175,29.9572799989745
28.6872989837429,48.7305633679952,22.0920400295011,35.2836843173611
27.1828554020093,44.8882013094684,19.5062112260353,34.8606996512563
15.885000705719,8.51274991035461,11.8275001049042,19.9430003166199
15.3300004005432,22.0724997520447,8.15350008010864,22.5077500343323
20.9170508384705,32.6833998680115,12.419450044632,29.415650177002
19.1107644960238,23.4373643532258,10.8884829454593,27.3339563532324
18.5092036765544,24.5653051126555,11.6023009664092,25.4173461678386
25.5588372117631,39.4324099616863,16.7065258341972,34.4125164448295
27.3070038716597,44.8687682057679,18.2965360161012,36.3182899136931
NaN,NaN,NaN,NaN
21.983620665059,30.3912778704375,14.856667685918,29.1113216666404
21.5701031067338,27.7933424658723,15.5293689763403,27.6119762445453
4.03992535429881,8.98911286045831,-1.37770787405441,9.45850043185562
16.7064147055543,22.3688234240389,9.17761901159036,24.2359658119174
22.3218398678793,35.4357886521141,12.1957644627257,32.4493471249432
NaN,NaN,NaN,NaN
20.4842510223389,34.6430006027222,10.4124999046326,30.5570001602173
18.273432993536,23.9196583794058,11.5023116259004,25.0455852965053
24.5530014038086,47.4402503967285,14.7502501010895,34.3567485809326
23.0460014343262,48.1597499847412,9.74475002288818,36.3487491607666
20.4498710753282,34.2755779536444,10.5964145088475,30.3038520369371
20.736911462352,32.2856244767461,11.3061540022689,30.1689734277211
19.2205756886389,25.4459333369622,10.06131928964,28.3805804898182
20.9406818560814,29.9740256041889,13.81530034224,28.067351884902
18.7315613871587,24.9227665005089,10.3136123293854,27.1507707161662
18.0493442797605,24.1857426868644,11.2935539511247,24.8058890293656
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
17.5781260728836,30.8286249637604,6.828125,28.3296246528625
26.14520538983,51.7306840333981,16.0728898181947,36.2188060356528
16.5886694740393,22.744999967203,8.53513934606029,24.6433733653024
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
19.4565395968367,27.5473929189891,11.0814560528046,27.8325016710534
28.1026653629687,41.6330649778159,20.0571496818102,36.1488090977102
NaN,NaN,NaN,NaN
19.824714611588,28.6636598645282,11.5770451724348,28.0731321954838
24.5066498184967,40.8486978618564,14.8134604017626,34.200744014348
21.943743920428,36.9779246045093,11.7089372954967,32.1794399241111
NaN,NaN,NaN,NaN
23.0106057580161,25.8225885059371,14.9175421815022,31.1046007532743
28.4215016365051,52.2997493743896,19.0377497673035,37.8064994812012
20.7018009604511,39.1834803684817,9.98936390197137,31.4154849507674
23.086049603194,43.6968232307106,12.261370019554,33.9118111296035
NaN,NaN,NaN,NaN
25.2991400422111,37.0708903932091,16.3402041269533,34.2590760627938
10.2818853788305,4.67673292254783,5.28177156633877,15.2828937806239
23.0572057246717,32.5425154826341,14.9599696687393,31.1557914004488
23.6143026881419,39.2201452736565,13.4957306612437,33.7337213428876
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
18.500357925634,24.6037291769761,11.0620302790677,25.9394344679688
19.8697504997253,28.9700002670288,11.1297500133514,28.6105003356934
NaN,NaN,NaN,NaN
19.3987512588501,31.6180000305176,10.2057501077652,28.5927500724792
29.2022193740036,56.9251010984585,19.2242105496059,39.1814688626744
23.4096896542644,48.0880079100977,11.5903887444304,35.2302016781602
20.5336406060144,28.3899741889022,11.7924799056549,29.2753668530625
30.2987396623564,59.2876922957072,21.4225189692314,39.1763320876387
NaN,NaN,NaN,NaN
27.0855011940002,46.0394992828369,17.6600005626678,36.5120000839233
22.6587853214422,35.1114697552248,13.6504514709836,31.6676407789058
8.78000044822693,4.91649997234344,3.29975003004074,14.2612500190735
25.7079709588103,48.3977606830759,15.0194124031449,36.3972777714425
26.2025948271746,46.1101782986479,16.4807483874794,35.9256322260208
NaN,NaN,NaN,NaN
16.3970007896423,19.5625004768372,9.0017501115799,23.7934999465942
24.9642510414124,38.4116253852844,17.9278746843338,32.0019996166229
26.0383471988777,38.2785539267083,18.0270739676545,34.0510642675636
20.7973474805218,18.0124292189285,14.9276043392128,26.6679502033133
17.0167535663323,20.8853020532167,9.82165739938586,24.212811854412
NaN,NaN,NaN,NaN
20.6971226622204,26.0110580712447,13.4287461106108,27.9664559755546
