Row,count,area,alfa,beta,betaErr,pBeta,R2
Urban-edge,1113,71147.2315186757,-0.334821933092296,-1.4324060151158,0.0219007520401676,2.4706002833916e-60,0.98525936041422
Wildland,1911,29327.1326517602,-0.125554776006026,-1.69675692376259,0.0228474787347123,1.87631270220701e-54,0.990659608003249
